postalcode,street,lat,lng,price,area,volume,floors,year_build,has_garden,type,photos,rooms,distance,formatted,name,housenumber,street.1,postcode,district,suburb,city,state,country
1086 ZR Amsterdam,William Barlowlaan 56,52.3628,4.9819,765000,208,804,4,2009,1,woonhuis,48,8,0.535708752,"IJburglaan 257, 1086 ZJ Amsterdam, Netherlands",,257,IJburglaan,1086ZJ,Oost,Steigereiland-Noord,Amsterdam,North Holland,Netherlands
1037 RS Amsterdam,Zijkanaal H-weg 61,52.4253,4.8602,585000,0,0,1,0,0,onbekend,1,1,73.85849053,"Zijkanaal H-weg 25, 1037 RR Amsterdam, Netherlands",,25,Zijkanaal H-weg,1037RR,Noord,Oostzanerwerf,Amsterdam,North Holland,Netherlands
1068 NK Amsterdam,Pieter Calandlaan 395,52.3592,4.8052,199000,80,270,2,1965,0,appartement,17,3,1.968066562,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",,677,Osdorpplein,1068TC,Nieuw-West,Nieuw-West,Amsterdam,North Holland,Netherlands
1064 HB Amsterdam,Slotermeerlaan 18 B,52.3742,4.8218,395000,119,315,1,1999,0,appartement,14,3,6.234539033,"A.J. Krophollerstraat 6, 1064 DB Amsterdam, Netherlands",,6,A.J. Krophollerstraat,1064DB,,Nieuw-West,Amsterdam,North Holland,Netherlands
1019 MA Amsterdam,Levantplein 1 *,52.3733,4.9391,1960000,407,1400,4,1992,0,woonhuis,41,10,5.763955155,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands
1055 NH Amsterdam,Admiraal De Ruijterweg 482,52.3802,4.8524,300000,62,233,1,1931,1,appartement,18,3,1.768098137,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands
1058 NK Amsterdam,Legmeerplein 19 III,52.3579,4.851,295000,61,155,1,1932,0,appartement,18,3,3.014316146,"Surinameplein, 1058 Amsterdam, Netherlands",Surinameplein,,Surinameplein,1058,,,Amsterdam,North Holland,Netherlands
1051 NW Amsterdam,Haarlemmerweg 271 -A,52.3818,4.8717,375000,80,192,9,1996,0,appartement,15,3,4.222585483,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",,194E,Van Beuningenstraat,1051XZ,West,West,Amsterdam,North Holland,Netherlands
1015 NT Amsterdam,Tweede Anjeliersdwarsstraat 8 C,52.3784,4.8836,275000,41,188,2,1974,0,appartement,18,3,11.71573516,"Westerstraat 105-1, 1015 LX Amsterdam, Netherlands",,105-1,Westerstraat,1015LX,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1066 PB Amsterdam,Mechelensingel 49,52.346,4.8163,319500,110,377,3,1992,1,woonhuis,29,4,2.708019666,"Antwerpenbaan, Laan van Vlaanderen, 1066 JL Amsterdam, Netherlands",Antwerpenbaan,,Laan van Vlaanderen,1066JL,Nieuw-West,Sloterpolder,Amsterdam,North Holland,Netherlands
1057 GV Amsterdam,Van Speijkstraat 135 huis,52.3677,4.8551,750000,135,452,2,1924,1,appartement,28,4,0.97240263,"Maranatha, Cabotstraat 33, 1057 VP Amsterdam, Netherlands",Maranatha,33,Cabotstraat,1057VP,West,West,Amsterdam,North Holland,Netherlands
1087 LB Amsterdam,Ben van Meerendonkstraat 39,52.3539,5.0005,250000,81,263,1,2001,0,appartement,27,3,14.54762257,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands
1019 CV Amsterdam,Dick Greinerstraat 86,52.3733,4.9391,250000,63,190,1,1987,0,appartement,22,3,5.763955155,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands
1073 TB Amsterdam,Karel du Jardinstraat 53 HS+PP,52.3532,4.8982,550000,83,328,1,2000,1,appartement,39,3,2.251217568,"Van Ostadestraat 209K, 1073 TN Amsterdam, Netherlands",,209K,Van Ostadestraat,1073TN,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1036 KC Amsterdam,Kwekerijlaan 34,52.4082,4.9025,400000,136,458,3,2008,1,woonhuis,32,7,6.79052882,"Boomgaardlaan 61, 1036 KJ Amsterdam, Netherlands",,61,Boomgaardlaan,1036KJ,Noord,Noord,Amsterdam,North Holland,Netherlands
1019 PE Amsterdam,Bogortuin 187,52.3733,4.9391,575000,110,300,8,2001,0,appartement,23,3,5.763955155,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands
1075 CV Amsterdam,Koninginneweg 257 hs,52.3518,4.8586,1350000,210,590,3,1903,1,appartement,34,7,12.51019918,"Koninginneweg 237-H, 1075 CT Amsterdam, Netherlands",,237-H,Koninginneweg,1075CT,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1076 KS Amsterdam,Argonautenstraat 48 2,52.3455,4.8607,300000,62,210,1,1935,0,appartement,12,3,10.92988935,"Stadionweg 227-1, 1076 NT Amsterdam, Netherlands",,227-1,Stadionweg,1076NT,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1068 JH Amsterdam,Eastonstraat 227 *,52.3592,4.8052,225000,77,220,1,1964,0,appartement,18,4,1.968066562,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",,677,Osdorpplein,1068TC,Nieuw-West,Nieuw-West,Amsterdam,North Holland,Netherlands
1082 EW Amsterdam,Koxhorn 19 1,52.3311,4.8742,325000,76,220,1,1962,0,appartement,29,3,14.77331069,"Doddendaal 197, 1082 XT Amsterdam, Netherlands",,197,Doddendaal,1082XT,Zuid,Buitenveldert,Amsterdam,North Holland,Netherlands
1024 CN Amsterdam,Ganzenveldstraat 55,52.3939,4.9547,250000,91,245,2,1965,1,woonhuis,22,5,5.346782838,"Zandvoortstraat 70, 1024 WE Amsterdam, Netherlands",,70,Zandvoortstraat,1024WE,Noord,Waterlandpleinbuurt,Amsterdam,North Holland,Netherlands
1013 SM Amsterdam,Van Noordtstraat 9 -B,52.3877,4.8839,175000,32,95,1,1901,0,appartement,23,1,22.60058054,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",,58A,Houtmankade,1013MZ,West,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands
1011 VM Amsterdam,Rapenburgerstraat 171 C,52.371,4.9041,725000,140,588,1,1790,0,appartement,27,4,0.935823345,"Keizersbrug, 1011 KV Amsterdam, Netherlands",Keizersbrug,,Keizersbrug,1011KV,,Centrum,Amsterdam,North Holland,Netherlands
1097 EW Amsterdam,Maxwellstraat 2,52.3465,4.9301,650000,155,500,2,1945,1,woonhuis,46,5,2.796740279,"Darwinplantsoen 6, 1097 EX Amsterdam, Netherlands",,6,Darwinplantsoen,1097EX,Oost,Oost,Amsterdam,North Holland,Netherlands
1074 JH Amsterdam,Amsteldijk 724,52.3539,4.9042,519000,0,0,1,0,0,onbekend,1,1,2.078957468,"Kuipersstraat 63-H, 1074 EG Amsterdam, Netherlands",,63-H,Kuipersstraat,1074EG,Zuid,Nieuwe Pijp,Amsterdam,North Holland,Netherlands
1102 VN Amsterdam,Alfred DÃ¶blinstraat 126,52.3166,4.9517,185000,70,179,1,1985,0,appartement,1,3,49.79663638,"Raoul Wallenberghofje 3, 1102 AH Amsterdam, Netherlands",,3,Raoul Wallenberghofje,1102AH,Zuidoost,Bijlmer Centrum,Amsterdam,North Holland,Netherlands
1054 JK Amsterdam,Gerard Brandtstraat 18,52.3617,4.8669,1650000,297,1093,5,1880,1,woonhuis,28,10,12.08561574,"Brederodestraat 15-2, 1054 MP Amsterdam, Netherlands",,15-2,Brederodestraat,1054MP,West,Helmersbuurt,Amsterdam,North Holland,Netherlands
1076 CA Amsterdam,Donarstraat 11 III,52.3455,4.8607,800000,125,428,3,1931,1,appartement,46,4,10.92988935,"Stadionweg 227-1, 1076 NT Amsterdam, Netherlands",,227-1,Stadionweg,1076NT,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1071 VV Amsterdam,Cornelis Anthoniszstraat 30 III,52.3552,4.8789,350000,63,210,3,1900,0,appartement,18,3,19.59376221,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1019 TM Amsterdam,Wisselstraat 2,52.3733,4.9391,599000,134,418,3,1999,0,appartement,46,4,5.763955155,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands
1108 CB Amsterdam,Leerdamhof 314,52.3082,4.9807,180000,87,220,2,1980,0,appartement,31,3,60.94847312,"Openbare Daltonschool Nellestein, Leksmondplein 31, 1108 EL Amsterdam, Netherlands",Openbare Daltonschool Nellestein,31,Leksmondplein,1108EL,Zuidoost,Nellestein,Amsterdam,North Holland,Netherlands
1026 CD Amsterdam,Durgerdammerdijk 93,52.3788,4.9905,650000,110,370,2,1906,1,woonhuis,43,4,64.24627933,"Durgerdammerdijk 109, 1026 CE Amsterdam, Netherlands",,109,Durgerdammerdijk,1026CE,Noord,Waterland,Amsterdam,North Holland,Netherlands
1071 CH Amsterdam,Pieter Cornelisz. Hooftstraat 176,52.3552,4.8789,4250000,294,986,2,2016,1,appartement,42,3,19.59376221,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1058 DS Amsterdam,Postjeskade 183 I,52.3579,4.851,275000,60,198,1,1935,0,appartement,30,4,3.014316146,"Surinameplein, 1058 Amsterdam, Netherlands",Surinameplein,,Surinameplein,1058,,,Amsterdam,North Holland,Netherlands
1016 PA Amsterdam,Rozenstraat 200 -G,52.3709,4.8816,285000,42,110,1,2007,1,appartement,21,2,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",Canal Ring Area of Amsterdam,20,Konijnenstraat,1021HR,,Centrum,Amsterdam,North Holland,Netherlands
1021 NP Amsterdam,Buitenzagerij 63,52.3846,4.9172,200000,41,130,4,1983,0,appartement,34,2,29.55785696,"Meeuwenlaan 143, 1021 JA Amsterdam, Netherlands",,143,Meeuwenlaan,1021JA,Noord,IJplein/Vogelbuurt,Amsterdam,North Holland,Netherlands
1083 GR Amsterdam,Arent Janszoon Ernststraat 91,52.3302,4.8844,385000,115,300,1,1969,0,appartement,19,3,13.78855054,"Sijpestein 1, 1083 XH Amsterdam, Netherlands",,1,Sijpestein,1083XH,Zuid,Buitenveldert-Oost,Amsterdam,North Holland,Netherlands
1072 XG Amsterdam,DaniÃ«l Stalpertstraat 22 III,52.3535,4.8902,325000,56,155,2,1882,0,appartement,15,3,4.56624317,"Eerste Jan van der Heijdenstraat 109-HV, 1072 TN Amsterdam, Netherlands",,109-HV,Eerste Jan van der Heijdenstraat,1072TN,,Zuid,Amsterdam,North Holland,Netherlands
1024 CX Amsterdam,Markengouw 131,52.3939,4.9547,385000,120,403,3,2016,1,woonhuis,37,5,5.346782838,"Zandvoortstraat 70, 1024 WE Amsterdam, Netherlands",,70,Zandvoortstraat,1024WE,Noord,Waterlandpleinbuurt,Amsterdam,North Holland,Netherlands
1069 KE Amsterdam,Johan Hofmanstraat 90,52.3556,4.7907,429000,138,400,3,2009,1,woonhuis,22,5,25.49378508,"Langswater 384, 1069 EC Amsterdam, Netherlands",,384,Langswater,1069EC,Nieuw-West,De Punt,Amsterdam,North Holland,Netherlands
1064 CK Amsterdam,Burgemeester Hogguerstraat 13,52.3742,4.8218,37500,0,0,1,0,0,parkeergelegenheid,2,1,6.234539033,"A.J. Krophollerstraat 6, 1064 DB Amsterdam, Netherlands",,6,A.J. Krophollerstraat,1064DB,,Nieuw-West,Amsterdam,North Holland,Netherlands
1057 DB Amsterdam,Hoofdweg 148 -II,52.3677,4.8551,260000,55,185,1,1906,0,appartement,30,3,0.97240263,"Maranatha, Cabotstraat 33, 1057 VP Amsterdam, Netherlands",Maranatha,33,Cabotstraat,1057VP,West,West,Amsterdam,North Holland,Netherlands
1083 DD Amsterdam,Van Heenvlietlaan 299 nvt,52.3302,4.8844,36000,0,0,1,0,0,parkeergelegenheid,1,1,13.78855054,"Sijpestein 1, 1083 XH Amsterdam, Netherlands",,1,Sijpestein,1083XH,Zuid,Buitenveldert-Oost,Amsterdam,North Holland,Netherlands
1063 ML Amsterdam,Willem Kraanstraat 48,52.3814,4.8259,149000,42,110,1,1957,0,appartement,24,2,2.595441168,"Van Gilsestraat 13-H, 1063 VS Amsterdam, Netherlands",,13-H,Van Gilsestraat,1063VS,Nieuw-West,Slotermeer,Amsterdam,North Holland,Netherlands
1012 DV Amsterdam,Oudezijds Achterburgwal 140 ah,52.3735,4.8951,625000,101,300,4,1906,1,appartement,20,4,21.62983867,"Warmoesstraat 157, 1012 JC Amsterdam, Netherlands",,157,Warmoesstraat,1012JC,Centrum,Oudezijde,Amsterdam,North Holland,Netherlands
